Program_Name,Station_Name,Beach_Name,Lat_DD,Lon_DD,Municipality,County_Name,Station_Type_Name,Location_Type_Name,Result_Date,Result_Time,Result_Measure,Result_Comments,Units_Name,Result_Type_Name,Remark_Code_Name
"Cooperative Coastal Monitoring Program",MC1180S,"Philips Ave",40.2531891338,-73.9893334896,"Deal Borough","Monmouth County",Primary,Ocean,05/17/2021,08:50,10,"Imported from old, last updated: [2021-05-18 12:27:49.013569]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1187S,"Rumson Rd",40.3651040000,-73.9716240000,"Sea Bright Borough","Monmouth County",Primary,Ocean,05/17/2021,07:03,10,"Imported from old, last updated: [2021-05-18 12:27:49.083842]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1300,"5th Ave.",40.1816360000,-74.0104830000,"Belmar Borough","Monmouth County",Primary,Ocean,05/17/2021,08:58,10,"Imported from old, last updated: [2021-05-18 12:27:49.154366]",CFU/100mL,Enterococcus,K
"Environmental Coastal Monitoring",MCSH4G,Gunnison,40.4617287200,-73.9888740000,"Middletown Township","Monmouth County",Primary,Ocean,05/17/2021,08:17,10,"Imported from old, last updated: [2021-05-18 12:27:49.225735]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MCSH8C,"C Beach",40.4178780400,-73.9800659800,"Middletown Township","Monmouth County",Primary,Ocean,05/17/2021,07:47,10,"Imported from old, last updated: [2021-05-18 12:27:49.29439]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1001,Broadway,40.0998269920,-74.0322822316,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,05/17/2021,07:18,10,"Imported from old, last updated: [2021-05-18 14:12:23.912044]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1005,Johnson,40.0628773666,-74.0430808143,"Bay Head Borough","Ocean County",Primary,Ocean,05/17/2021,10:05,10,"Imported from old, last updated: [2021-05-18 14:12:23.896006]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1014,Princeton,40.0339088342,-74.0500210394,"Mantoloking Borough","Ocean County",Primary,Ocean,05/17/2021,08:32,10,"Imported from old, last updated: [2021-05-18 14:12:23.909589]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1019,"Brick Beach",40.0093299030,-74.0562663786,"Brick Township","Ocean County",Primary,Ocean,05/17/2021,08:43,10,"Imported from old, last updated: [2021-05-18 14:12:23.90117]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1020,"7th Ave",40.0022497482,-74.0581290294,"Brick Township","Ocean County",Primary,Ocean,05/17/2021,08:56,10,"Imported from old, last updated: [2021-05-18 14:12:23.901776]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1089,"East Tuna Way",39.9883894162,-74.0613185468,"Toms River Township","Ocean County",Primary,Ocean,05/17/2021,09:09,10,"Imported from old, last updated: [2021-05-18 14:12:23.924361]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1000,"10th St North",39.4114907609,-74.3552985628,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,11:15,5,"Imported from old, last updated: [2021-05-18 13:36:40.389862]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1003,"Bramble Drive",39.3804348471,-74.3932847271,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,10:43,5,"Imported from old, last updated: [2021-05-18 13:36:40.459919]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1029S,"Gladstone Ave",39.3265834731,-74.4970211503,"Margate City","Atlantic County",Primary,Ocean,05/17/2021,09:40,5,"Imported from old, last updated: [2021-05-18 13:36:40.532806]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1036,"5th St North",39.4085429980,-74.3586034368,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,11:11,5,"Imported from old, last updated: [2021-05-18 13:36:40.608914]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1039,"7th St South",39.4023224645,-74.3647530195,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,11:05,5,"Imported from old, last updated: [2021-05-18 13:36:40.68392]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1041S,"16th St South",39.3973272486,-74.3706442138,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,11:01,5,"Imported from old, last updated: [2021-05-18 13:36:40.758058]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1046S,"Austin Ave",39.3412255180,-74.4656917746,"Ventnor City","Atlantic County",Primary,Ocean,05/17/2021,10:10,5,"Imported from old, last updated: [2021-05-18 13:36:40.830564]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1050S,"Clermont Ave",39.3285573692,-74.4933741812,"Margate City","Atlantic County",Primary,Ocean,05/17/2021,09:48,5,"Imported from old, last updated: [2021-05-18 13:36:40.901162]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1061S,"13th Ave",39.3041822964,-74.5331354887,"Longport Borough","Atlantic County",Primary,Ocean,05/17/2021,08:15,5,"Imported from old, last updated: [2021-05-18 13:36:40.970017]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1062S,"Sandy Ln",39.3751485060,-74.4008184461,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,10:40,5,"Imported from old, last updated: [2021-05-18 13:36:41.041861]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1086,"19th St",39.3075493207,-74.5287636570,"Longport Borough","Atlantic County",Primary,Ocean,05/17/2021,08:23,5,"Imported from old, last updated: [2021-05-18 13:36:41.111768]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1087,"33rd St",39.3151885461,-74.5175992810,"Longport Borough","Atlantic County",Primary,Ocean,05/17/2021,08:35,5,"Imported from old, last updated: [2021-05-18 13:36:41.179158]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1088,Washington,39.3188818656,-74.5106337383,"Margate City","Atlantic County",Primary,Ocean,05/17/2021,08:40,5,"Imported from old, last updated: [2021-05-18 13:36:41.247979]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1089,"New Haven",39.3340560031,-74.4817860225,"Ventnor City","Atlantic County",Primary,Ocean,05/17/2021,09:58,5,"Imported from old, last updated: [2021-05-18 13:36:41.319177]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1090,"43rd St South",39.3845520871,-74.3875364788,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,10:47,5,"Imported from old, last updated: [2021-05-18 13:36:41.38937]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1091,"26th St South",39.3926400227,-74.3768924505,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,10:56,5,"Imported from old, last updated: [2021-05-18 13:36:41.457559]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1094,"26th Ave",39.3112420682,-74.5236473868,"Longport Borough","Atlantic County",Primary,Ocean,05/17/2021,08:30,5,"Imported from old, last updated: [2021-05-18 13:36:41.527782]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1095,Osborne,39.3231857357,-74.5037768227,"Margate City","Atlantic County",Primary,Ocean,05/17/2021,08:46,5,"Imported from old, last updated: [2021-05-18 13:36:41.598398]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1096,Washington,39.3305799340,-74.4891788525,"Ventnor City","Atlantic County",Primary,Ocean,05/17/2021,09:53,5,"Imported from old, last updated: [2021-05-18 13:36:41.669796]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1097,Dorset,39.3371354465,-74.4746197540,"Ventnor City","Atlantic County",Primary,Ocean,05/17/2021,10:05,5,"Imported from old, last updated: [2021-05-18 13:36:41.738181]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1099,"33rd St South",39.3890044376,-74.3814981278,"Brigantine City","Atlantic County",Primary,Ocean,05/17/2021,10:51,5,"Imported from old, last updated: [2021-05-18 13:36:41.806]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1002,Central,40.0930362423,-74.0350908648,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,05/17/2021,07:33,10,"Imported from old, last updated: [2021-05-18 14:12:23.912677]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1012,Lyman,40.0504292386,-74.0462171769,"Mantoloking Borough","Ocean County",Primary,Ocean,05/17/2021,08:18,10,"Imported from old, last updated: [2021-05-18 14:12:23.908967]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1024,"Brooklyn Ave",39.9674582538,-74.0655170834,"Lavallette Borough","Ocean County",Primary,Ocean,05/17/2021,09:46,10,"Imported from old, last updated: [2021-05-18 14:12:23.905369]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1025,Guyer,39.9741604495,-74.0642770525,"Lavallette Borough","Ocean County",Primary,Ocean,05/17/2021,09:36,10,"Imported from old, last updated: [2021-05-18 14:12:23.905972]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1027,"Jersey City Ave",39.9631205484,-74.0662581283,"Lavallette Borough","Ocean County",Primary,Ocean,05/17/2021,09:54,10,"Imported from old, last updated: [2021-05-18 14:12:23.906705]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1029,"Trenton Ave",39.9603132042,-74.0667275377,"Lavallette Borough","Ocean County",Primary,Ocean,05/17/2021,09:51,10,"Imported from old, last updated: [2021-05-18 14:12:23.907196]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1033,"North Beach",39.9504898869,-74.0681223282,"Toms River Township","Ocean County",Primary,Ocean,05/17/2021,09:19,10,"Imported from old, last updated: [2021-05-18 14:12:23.923874]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1035,Sheridan,39.9440409513,-74.0687774563,"Seaside Heights Borough","Ocean County",Primary,Ocean,05/17/2021,09:08,10,"Imported from old, last updated: [2021-05-18 14:12:23.917412]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1042,12th,39.9140236808,-74.0759328235,"Seaside Park Borough","Ocean County",Primary,Ocean,05/17/2021,08:26,10,"Imported from old, last updated: [2021-05-18 14:12:23.919195]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1044,"O St",39.9330918690,-74.0716256712,"Seaside Park Borough","Ocean County",Primary,Ocean,05/17/2021,08:40,10,"Imported from old, last updated: [2021-05-18 14:12:23.91977]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1046,"23rd Ave",39.9065216172,-74.0774310747,"Berkeley Township","Ocean County",Primary,Ocean,05/17/2021,08:05,10,"Imported from old, last updated: [2021-05-18 14:12:23.89935]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1085,"IBSP 1",39.8540073754,-74.0843698959,"Berkeley Township","Ocean County",Primary,Ocean,05/17/2021,07:28,10,"Imported from old, last updated: [2021-05-18 14:12:23.899979]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1094,"Bryn Mawr",39.9796718440,-74.0632929410,"Lavallette Borough","Ocean County",Primary,Ocean,05/17/2021,09:23,10,"Imported from old, last updated: [2021-05-18 14:12:23.907801]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1095,"Lincoln Ave",39.9382037599,-74.0704307967,"Seaside Heights Borough","Ocean County",Primary,Ocean,05/17/2021,08:26,10,"Imported from old, last updated: [2021-05-18 14:12:23.917976]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1096,Brighton,39.9241132507,-74.0735102068,"Seaside Park Borough","Ocean County",Primary,Ocean,05/17/2021,09:25,10,"Imported from old, last updated: [2021-05-18 14:12:23.920456]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1129,Fielder,39.9526877476,-74.0679266017,"Toms River Township","Ocean County",Primary,Ocean,05/17/2021,09:31,10,"Imported from old, last updated: [2021-05-18 14:12:23.924922]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1130,"4th Ave",39.9562775543,-74.0674578500,"Toms River Township","Ocean County",Primary,Ocean,05/17/2021,09:41,10,"Imported from old, last updated: [2021-05-18 14:12:23.925555]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1135,Maryland,40.0765925776,-74.0402649233,"Point Pleasant Beach Borough","Ocean County",Primary,Ocean,05/17/2021,07:40,10,"Imported from old, last updated: [2021-05-18 14:12:23.913295]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1136,"IBSP 2",39.8498315508,-74.0851153705,"Berkeley Township","Ocean County",Primary,Ocean,05/17/2021,07:47,10,"Imported from old, last updated: [2021-05-18 14:12:23.900589]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1153S,"Bridge Ave",40.0698290000,-74.0415910000,"Bay Head Borough","Ocean County",Primary,Ocean,05/17/2021,08:00,10,"Imported from old, last updated: [2021-05-18 14:12:23.898695]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1012,"New Hampshire",39.3635246753,-74.4092460815,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:37,5,"Imported from old, last updated: [2021-05-18 14:13:10.641564]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1013,"Rhode Island Ave",39.3618950000,-74.4116350000,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:31,5,"Imported from old, last updated: [2021-05-18 14:13:10.713649]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1015,Pennsylvania,39.3574183097,-74.4201620126,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:13,5,"Imported from old, last updated: [2021-05-18 14:13:10.786139]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1017,Chelsea,39.3494279875,-74.4463456199,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:22,5,"Imported from old, last updated: [2021-05-18 14:13:10.85906]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1070,Kentucky,39.3554745965,-74.4269233806,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:59,5,"Imported from old, last updated: [2021-05-18 14:13:10.932571]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1071,"Connecticut Ave",39.3605040000,-74.4140890000,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:26,5,"Imported from old, last updated: [2021-05-18 14:13:11.004641]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1072,States,39.3591404117,-74.4172512894,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:22,5,"Imported from old, last updated: [2021-05-18 14:13:11.072853]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1073,"South Carolina",39.3565063266,-74.4227435068,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:05,5,"Imported from old, last updated: [2021-05-18 14:13:11.142616]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1074,"Rev Dr MLK Jr Blvd",39.3549078007,-74.4282571135,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:54,5,"Imported from old, last updated: [2021-05-18 14:13:11.209015]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1075,Missouri,39.3530789645,-74.4349704407,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:41,5,"Imported from old, last updated: [2021-05-18 14:13:11.27575]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1081,Texas,39.3515154234,-74.4403548234,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:31,5,"Imported from old, last updated: [2021-05-18 14:13:11.342576]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1082,Michigan,39.3539200931,-74.4321074770,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:47,5,"Imported from old, last updated: [2021-05-18 14:13:11.41062]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1084,"North Carolina",39.3568375192,-74.4214182749,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:09,5,"Imported from old, last updated: [2021-05-18 14:13:11.479201]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1085,Bartram,39.3438697006,-74.4596240949,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:11,5,"Imported from old, last updated: [2021-05-18 14:13:11.550041]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1183S,"Virginia Ave",39.3581367615,-74.4186186034,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,11:17,5,"Imported from old, last updated: [2021-05-18 14:13:11.617061]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1189S,"Mississippi Ave",39.3526642998,-74.4364141849,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:36,5,"Imported from old, last updated: [2021-05-18 14:13:11.682564]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1195,"Iowa Ave",39.3506881638,-74.4429461658,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:27,5,"Imported from old, last updated: [2021-05-18 14:13:11.747595]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1199S,"Albany Ave Ocean Front",39.3473120000,-74.4515630000,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:17,5,"Imported from old, last updated: [2021-05-18 14:13:11.812781]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1206S,"Montgomery Ave",39.3425460000,-74.4624060000,"Atlantic City","Atlantic County",Primary,Ocean,05/17/2021,10:05,5,"Imported from old, last updated: [2021-05-18 14:13:11.877597]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1051,"40th St",39.0857622167,-74.7234621549,"Avalon Borough","Cape May County",Primary,Ocean,05/24/2021,09:20,2,"Imported from old, last updated: [2021-05-25 11:48:01.400657]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1101,Surf,39.2890008504,-74.5514799136,"Ocean City","Cape May County",Primary,Ocean,05/24/2021,06:33,2,"Imported from old, last updated: [2021-05-25 11:48:01.477134]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1103,"9th St",39.2742697113,-74.5691610101,"Ocean City","Cape May County",Primary,Ocean,05/24/2021,06:47,4,"Imported from old, last updated: [2021-05-25 11:48:01.556249]",CFU/100mL,Enterococcus,--
